id;data_inversa;dia_semana;horario;uf;br;km;municipio;causa_acidente;tipo_acidente;classificacao_acidente;fase_dia;sentido_via;condicao_metereologica;tipo_pista;tracado_via;uso_solo;pessoas;mortos;feridos_leves;feridos_graves;ilesos;ignorados;feridos;veiculos;latitude;longitude;regional;delegacia;uop
260145;01/01/2020;quarta-feira;13:00:00;MS;163;224,4;CAARAPO;Falta de Atenção à Condução;Capotamento;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Não;3;0;2;0;1;0;2;1;-22,50919504;-54,86355345;SR-MS;DEL3/4;UOP02/MS
260146;01/01/2020;quarta-feira;14:20:00;RS;153;18,5;SEVERIANO DE ALMEIDA;Velocidade Incompatível;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Crescente;Chuva;Simples;Não Informado;Não;4;0;2;1;0;1;3;1;-27,46037538;-52,0927535;SR-RS;DEL08;UOP04/RS
260147;01/01/2020;quarta-feira;14:15:00;PR;116;32,1;CAMPINA GRANDE DO SUL;Velocidade Incompatível;Colisão com objeto estático;Sem Vítimas;Pleno dia;Decrescente;Céu Claro;Dupla;Não Informado;Sim;1;0;0;0;1;0;0;1;-25,10497579;-48,83973903;SR-PR;DEL7/1;UOP02/PR
260148;01/01/2020;quarta-feira;15:20:00;TO;153;679,9;GURUPI;Ultrapassagem Indevida;Colisão lateral;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Não;2;0;1;0;1;0;1;2;-11,78176489;-49,11301313;SR-TO;UOP01/TO;
260150;01/01/2020;quarta-feira;14:40:00;RJ;356;24;ITAPERUNA;Defeito Mecânico no Veículo;Colisão frontal;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Reta;Não;4;0;2;0;2;0;2;3;-21,17964993;-41,973627;SR-RJ;DEL5/8;UOP03/RJ
260151;01/01/2020;quarta-feira;13:15:00;PR;153;239;TIBAGI;Velocidade Incompatível;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Decrescente;Chuva;Simples;Curva;Não;1;0;1;0;0;0;1;1;-24,76604886;-50,46875267;SR-PR;DEL7/3;UOP05/PR
260152;01/01/2020;quarta-feira;15:00:00;SP;116;555;BARRA DO TURVO;Velocidade Incompatível;Capotamento;Com Vítimas Feridas;Pleno dia;Crescente;Chuva;Dupla;Curva;Não;4;0;1;0;3;0;1;1;-24,97447301;-48,504597;SR-SP;DEL6/5;UOP03/SP
260153;01/01/2020;quarta-feira;15:10:00;PR;277;431,9;VIRMOND;Velocidade Incompatível;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Decrescente;Chuva;Simples;Curva;Não;4;0;2;0;2;0;2;1;-25,37565;-52,2162;SR-PR;DEL7/4;UOP03/PR
260154;01/01/2020;quarta-feira;15:40:00;PR;277;129,5;BALSA NOVA;Velocidade Incompatível;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Decrescente;Chuva;Simples;Não Informado;Não;2;0;1;0;1;0;1;1;-25,47926474;-49,64588642;SR-PR;DEL7/1;UOP05/PR
260155;01/01/2020;quarta-feira;13:50:00;RO;319;62;PORTO VELHO;Falta de Atenção à Condução;Colisão lateral;Com Vítimas Feridas;Pleno dia;Crescente;Chuva;Múltipla;Interseção de vias;Sim;2;0;1;0;1;0;1;2;-8,766685;-63,884052;SR-RO;DEL21/1;UOP01/RO
260156;01/01/2020;quarta-feira;15:40:00;DF;70;11,9;BRASILIA;Desobediência às normas de trânsito pelo condutor;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Dupla;Reta;Sim;3;0;1;0;2;0;1;1;-15,789762;-48,148727;SR-DF;UOP06/DF;
260157;01/01/2020;quarta-feira;15:30:00;SC;101;138,7;BALNEARIO CAMBORIU;Defeito Mecânico no Veículo;Colisão frontal;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Interseção de vias;Não;2;0;1;0;1;0;1;2;-27,02397426;-48,60761649;SR-SC;DEL8/4;UOP03/SC
260158;01/01/2020;quarta-feira;15:50:00;MG;40;780,6;JUIZ DE FORA;Velocidade Incompatível;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Dupla;Curva;Não;2;0;2;0;0;0;2;1;-21,67939981;-43,44987329;SR-MG;DEL5;UOP01/MG
260159;01/01/2020;quarta-feira;15:30:00;SC;101;215;PALHOCA;Falta de Atenção à Condução;Tombamento;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Dupla;Reta;Não;2;0;2;0;0;0;2;1;-27,65184843;-48,67604941;SR-SC;DEL8/1;UOP02/SC
260160;01/01/2020;quarta-feira;15:50:00;SC;101;221;PALHOCA;Falta de Atenção à Condução;Tombamento;Com Vítimas Feridas;Pleno dia;Crescente;Garoa/Chuvisco;Dupla;Reta;Sim;1;0;0;1;0;0;1;1;-27,70012652;-48,66021182;SR-SC;DEL8/1;UOP02/SC
260161;01/01/2020;quarta-feira;14:25:00;MT;364;59,8;ALTO GARCAS;Defeito Mecânico no Veículo;Incêndio;Sem Vítimas;Pleno dia;Decrescente;Céu Claro;Simples;Curva;Sim;1;0;0;0;1;0;0;1;-16,93422161;-53,54225988;SR-MT;DEL2/2;UOP04/MT
260162;01/01/2020;quarta-feira;14:45:00;RJ;493;2,1;ITABORAI;Falta de Atenção à Condução;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Sim;2;0;1;0;1;0;1;2;-22,75950214;-42,93544822;SR-RJ;DEL5/2;UOP01/RJ
260163;01/01/2020;quarta-feira;16:20:00;RJ;393;243;VASSOURAS;Falta de Atenção à Condução;Colisão frontal;Com Vítimas Feridas;Pleno dia;Decrescente;Chuva;Simples;Curva;Sim;2;0;1;0;1;0;1;2;-22,43047331;-43,69980995;SR-RJ;DEL5/5;UOP01/RJ
260164;01/01/2020;quarta-feira;14:30:00;MG;365;65,7;CLARO DOS POCOES;Avarias e/ou desgaste excessivo no pneu;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Decrescente;Chuva;Simples;Reta;Não;2;0;2;0;0;0;2;1;-17,0424831;-44,32043986;SR-MG;DEL4/12;UOP01/MG
260165;01/01/2020;quarta-feira;14:50:00;MT;163;605,5;NOVA MUTUM;Falta de Atenção à Condução;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Não Informado;Não;4;0;3;1;0;0;4;1;-13,75817491;-56,0531795;SR-MT;DEL2/4;UOP01/MT
260166;01/01/2020;quarta-feira;16:25:00;SC;101;179;BIGUACU;Defeito Mecânico no Veículo;Tombamento;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Dupla;Curva;Sim;1;0;1;0;0;0;1;1;-27,37436356;-48,63253713;SR-SC;DEL8/1;UOP01/SC
260167;01/01/2020;quarta-feira;16:30:00;MG;381;895;CAMBUI;Falta de Atenção à Condução;Colisão traseira;Sem Vítimas;Pleno dia;Crescente;Nublado;Dupla;Reta;Não;2;0;0;0;2;0;0;2;-22,62324893;-46,07503911;SR-MG;DEL09;UOP03/MG
260168;01/01/2020;quarta-feira;16:15:00;SC;280;21;ARAQUARI;Falta de Atenção à Condução;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Decrescente;Chuva;Simples;Reta;Não;1;0;1;0;0;0;1;1;-26,37043169;-48,69219602;SR-SC;DEL8/3;UOP03/SC
260169;01/01/2020;quarta-feira;16:40:00;SC;282;75;RANCHO QUEIMADO;Velocidade Incompatível;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Decrescente;Chuva;Simples;Curva;Não;1;0;0;1;0;0;1;1;-27,690931;-49,129143;SR-SC;DEL8/1;UOP03/SC
260170;01/01/2020;quarta-feira;15:00:00;GO;153;517,8;HIDROLANDIA;Falta de Atenção à Condução;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Crescente;Sol;Dupla;Não Informado;Não;1;0;1;0;0;0;1;1;-16,8581;-49,2488;SR-GO;DEL1/1;UOP03/GO
260172;01/01/2020;quarta-feira;16:30:00;PE;408;75,4;PAUDALHO;Não guardar distância de segurança;Colisão traseira;Com Vítimas Feridas;Anoitecer;Decrescente;Céu Claro;Dupla;Reta;Não;3;0;2;0;1;0;2;2;-7,90594592;-35,1732636;SR-PE;DEL11/1;UOP01/PE
260173;01/01/2020;quarta-feira;16:10:00;SC;282;388,9;JOACABA;Falta de Atenção à Condução;Colisão com objeto estático;Sem Vítimas;Pleno dia;Decrescente;Nublado;Simples;Curva;Não;1;0;0;0;1;0;0;1;-27,179003;-51,531616;SR-SC;DEL7;UOP07/SC
260174;01/01/2020;quarta-feira;16:30:00;PR;376;425,3;TIBAGI;Velocidade Incompatível;Saída de leito carroçável;Sem Vítimas;Pleno dia;Decrescente;Nublado;Simples;Curva;Não;1;0;0;0;0;1;0;1;-24,7589837;-50,53031553;SR-PR;DEL7/3;UOP05/PR
260175;01/01/2020;quarta-feira;15:30:00;PR;163;180,8;SANTA TEREZA DO OESTE;Avarias e/ou desgaste excessivo no pneu;Capotamento;Com Vítimas Feridas;Pleno dia;Decrescente;Chuva;Dupla;Não Informado;Não;2;0;1;0;0;1;1;1;-25,17526492;-53,60316959;SR-PR;DEL7/4;UOP06/PR
260176;01/01/2020;quarta-feira;16:30:00;MA;135;10;SAO LUIS;Falta de Atenção à Condução;Colisão lateral;Sem Vítimas;Pleno dia;Crescente;Nublado;Dupla;Curva;Sim;2;0;0;0;2;0;0;2;-2,655912;-44,28629098;SR-MA;DEL18/1;UOP01/MA
260177;01/01/2020;quarta-feira;13:50:00;SC;163;121;DIONISIO CERQUEIRA;Avarias e/ou desgaste excessivo no pneu;Saída de leito carroçável;Sem Vítimas;Pleno dia;Decrescente;Chuva;Simples;Curva;Não;4;0;0;0;4;0;0;1;-26,320844;-53,550503;SR-SC;DEL7;UOP04/SC
260178;01/01/2020;quarta-feira;15:10:00;PB;230;164;CAMPINA GRANDE;Falta de Atenção à Condução;Saída de leito carroçável;Com Vítimas Fatais;Pleno dia;Crescente;Chuva;Simples;Curva;Sim;1;1;0;0;0;0;0;1;-7,21058153;-35,93318939;SR-PB;DEL14/2;UOP01/PB
260179;01/01/2020;quarta-feira;16:40:00;CE;20;283,7;CANINDE;Velocidade Incompatível;Colisão com objeto estático;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Simples;Reta;Não;3;0;3;0;0;0;3;1;-4,52856595;-39,3636788;SR-CE;DEL16/2;UOP01/CE
260180;01/01/2020;quarta-feira;17:30:00;PE;101;186;PALMARES;Desobediência às normas de trânsito pelo condutor;Colisão transversal;Com Vítimas Feridas;Anoitecer;Decrescente;Céu Claro;Dupla;Reta;Não;2;0;1;0;0;1;1;2;-8,68263674;-35,57938824;SR-PE;DEL11/1;UOP03/PE
260181;01/01/2020;quarta-feira;14:00:00;RJ;101;491;ANGRA DOS REIS;Desobediência às normas de trânsito pelo condutor;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Simples;Reta;Não;3;0;1;1;1;0;2;2;-22,95442983;-44,32193004;SR-RJ;DEL5/3;UOP02/RJ
260182;01/01/2020;quarta-feira;17:35:00;PI;343;320,4;ALTOS;Defeito na Via;Tombamento;Com Vítimas Feridas;Pleno dia;Crescente;Garoa/Chuvisco;Simples;Reta;Não;2;0;2;0;0;0;2;1;-5,048756;-42,569283;SR-PI;DEL17/1;UOP01/PI
260183;01/01/2020;quarta-feira;17:30:00;SP;381;4;VARGEM;Falta de Atenção à Condução;Colisão com objeto estático;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Reta;Sim;2;0;2;0;0;0;2;1;-22,8826217;-46,40779515;SR-SP;DEL6/3;UOP02/SP
260184;01/01/2020;quarta-feira;17:10:00;PR;163;73;PLANALTO;Ingestão de Álcool;Colisão frontal;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Não Informado;Não;6;0;2;1;3;0;3;2;-25,80839378;-53,76947058;SR-PR;DEL7/2;UOP04/PR
260185;01/01/2020;quarta-feira;15:20:00;SP;116;567;BARRA DO TURVO;Falta de Atenção à Condução;Capotamento;Com Vítimas Feridas;Pleno dia;Decrescente;Chuva;Dupla;Curva;Não;5;0;2;0;3;0;2;1;-25,0475499;-48,55355172;SR-SP;DEL6/5;UOP03/SP
260186;01/01/2020;quarta-feira;17:20:00;MG;116;117;ITAOBIM;Falta de Atenção à Condução;Colisão transversal;Sem Vítimas;Pleno dia;Decrescente;Sol;Simples;Reta;Sim;2;0;0;0;1;1;0;2;-16,57604128;-41,50375664;SR-MG;DEL4/11;UOP02/MG
260187;01/01/2020;quarta-feira;17:00:00;PR;277;128,2;BALSA NOVA;Velocidade Incompatível;Capotamento;Com Vítimas Feridas;Pleno dia;Decrescente;Chuva;Dupla;Curva;Não;2;0;1;0;1;0;1;1;-25,46903074;-49,63003725;SR-PR;DEL7/1;UOP05/PR
260188;01/01/2020;quarta-feira;13:35:00;MT;158;715,5;BARRA DO GARCAS;Falta de Atenção à Condução;Capotamento;Com Vítimas Feridas;Pleno dia;Decrescente;Chuva;Simples;Curva;Não;3;0;3;0;0;0;3;1;-15,18154098;-52,18080293;SR-MT;DEL2/8;UOP01/MT
260189;01/01/2020;quarta-feira;17:45:00;SC;101;333;TUBARAO;Desobediência às normas de trânsito pelo condutor;Colisão transversal;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Múltipla;Não Informado;Sim;2;0;0;1;1;0;1;2;-28,46630107;-48,99653096;SR-SC;DEL8/2;UOP01/SC
260190;01/01/2020;quarta-feira;17:50:00;MG;40;532;BELO HORIZONTE;Não guardar distância de segurança;Colisão traseira;Com Vítimas Feridas;Anoitecer;Crescente;Nublado;Dupla;Reta;Não;2;0;0;1;1;0;1;2;-19,92372561;-44,01700789;SR-MG;DEL4/1;UOP02/MG
260191;01/01/2020;quarta-feira;17:30:00;PR;467;109,2;CASCAVEL;Falta de Atenção à Condução;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Dupla;Curva;Não;3;0;0;2;1;0;2;1;-24,9261;-53,4589;SR-PR;DEL7/4;UOP01/PR
260192;01/01/2020;quarta-feira;16:00:00;CE;20;391,8;CAUCAIA;Avarias e/ou desgaste excessivo no pneu;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Simples;Reta;Não;2;0;2;0;0;0;2;1;-3,84905477;-38,77921916;SR-CE;DEL16/1;UOP01/CE
260193;01/01/2020;quarta-feira;18:00:00;GO;153;442,7;ANAPOLIS;Velocidade Incompatível;Colisão lateral;Com Vítimas Feridas;Anoitecer;Crescente;Nublado;Dupla;Reta;Sim;3;0;1;0;2;0;1;2;-16,325272;-48,922024;SR-GO;DEL1/2;UOP01/GO
260194;01/01/2020;quarta-feira;17:45:00;PB;104;130,1;CAMPINA GRANDE;Ingestão de Álcool;Colisão transversal;Sem Vítimas;Anoitecer;Crescente;Céu Claro;Simples;Reta;Sim;2;0;0;0;2;0;0;2;-7,29013399;-35,89029705;SR-PB;DEL14/2;UOP01/PB
260195;01/01/2020;quarta-feira;16:30:00;MG;116;565,8;MANHUACU;Falta de Atenção à Condução;Capotamento;Sem Vítimas;Pleno dia;Decrescente;Sol;Simples;Curva;Não;1;0;0;0;1;0;0;1;-20,06874641;-42,17752394;SR-MG;DEL4/6;UOP04/MG
260196;01/01/2020;quarta-feira;14:45:00;MT;364;519;ROSARIO OESTE;Desobediência às normas de trânsito pelo condutor;Capotamento;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Simples;Reta;Não;3;0;2;0;1;0;2;1;-15,10294599;-56,51994216;SR-MT;DEL2/4;UOP02/MT
260197;01/01/2020;quarta-feira;18:17:00;RN;101;23,8;RIO DO FOGO;Desobediência às normas de trânsito pelo condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Crescente;Vento;Simples;Reta;Não;2;0;0;1;1;0;1;2;-5,31803594;-35,41480794;SR-RN;DEL15/2;UOP01/RN
260198;01/01/2020;quarta-feira;17:50:00;PR;116;44,5;CAMPINA GRANDE DO SUL;Velocidade Incompatível;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Crescente;Chuva;Dupla;Curva;Não;2;0;1;0;1;0;1;1;-25,19183553;-48,88629556;SR-PR;DEL7/1;UOP02/PR
260199;01/01/2020;quarta-feira;18:20:00;SP;116;144,6;SAO JOSE DOS CAMPOS;Falta de Atenção à Condução;Colisão lateral;Sem Vítimas;Anoitecer;Crescente;Céu Claro;Simples;Não Informado;Não;2;0;0;0;2;0;0;2;-23,18274416;-45,84633592;SR-SP;DEL6/2;UOP01/SP
260200;01/01/2020;quarta-feira;15:00:00;RJ;101;493;ANGRA DOS REIS;Desobediência às normas de trânsito pelo condutor;Colisão lateral;Sem Vítimas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Sim;3;0;0;0;3;0;0;2;-22,94374503;-44,32522199;SR-RJ;DEL5/3;UOP03/RJ
260201;01/01/2020;quarta-feira;15:55:00;SC;101;65,1;ARAQUARI;Não guardar distância de segurança;Engavetamento;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Dupla;Reta;Não;4;0;1;1;2;0;2;3;-26,47135714;-48,74457217;SR-SC;DEL8/3;UOP02/SC
260202;01/01/2020;quarta-feira;15:55:00;MG;NA;NA;SABARA;Defeito Mecânico no Veículo;Tombamento;Com Vítimas Feridas;Pleno dia;Não Informado;Céu Claro;Simples;Curva;Sim;1;0;1;0;0;0;1;1;-19,78607788;-43,71630549;SR-MG;DEL4/1;UOP01/MG
260203;01/01/2020;quarta-feira;18:10:00;MG;40;506;RIBEIRAO DAS NEVES;Falta de Atenção do Pedestre;Atropelamento de Pedestre;Sem Vítimas;Plena Noite;Crescente;Nublado;Dupla;Reta;Sim;1;0;0;0;1;0;0;1;-19,74716686;-44,14731173;SR-MG;DEL4/2;UOP01/MG
260204;01/01/2020;quarta-feira;14:50:00;SC;101;290,1;IMBITUBA;Defeito Mecânico no Veículo;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Dupla;Reta;Sim;2;0;1;1;0;0;2;1;-28,26202477;-48,70403355;SR-SC;DEL8/2;UOP03/SC
260205;01/01/2020;quarta-feira;18:30:00;MG;40;509,1;RIBEIRAO DAS NEVES;Falta de Atenção à Condução;Colisão lateral;Com Vítimas Feridas;Anoitecer;Crescente;Nublado;Dupla;Reta;Sim;2;0;0;1;1;0;1;2;-19,76993445;-44,12742376;SR-MG;DEL4/1;UOP02/MG
260206;01/01/2020;quarta-feira;17:30:00;ES;101;431;ATILIO VIVACQUA;Defeito Mecânico no Veículo;Saída de leito carroçável;Sem Vítimas;Pleno dia;Decrescente;Sol;Simples;Curva;Não;1;0;0;0;1;0;0;1;-21,02634744;-41,16929054;SR-ES;DEL12/3;UOP02/ES
260208;01/01/2020;quarta-feira;17:25:00;PR;277;691,8;SAO MIGUEL DO IGUACU;Pista Escorregadia;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Decrescente;Chuva;Dupla;Desvio Temporário;Não;5;0;1;0;4;0;1;1;-25,3630051;-54,25351194;SR-PR;DEL7/5;UOP01/PR
260209;01/01/2020;quarta-feira;15:00:00;AP;156;280;PORTO GRANDE;Velocidade Incompatível;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Decrescente;Chuva;Simples;Curva;Não;1;0;1;0;0;0;1;1;0,5673526;-51,15126818;SR-AP;UOP01/AP;
260210;01/01/2020;quarta-feira;18:25:00;PI;230;304,9;FLORIANO;Animais na Pista;Atropelamento de Animal;Com Vítimas Feridas;Plena Noite;Decrescente;Nublado;Simples;Reta;Não;2;0;0;1;1;0;1;1;-6,801861;-42,970663;SR-PI;DEL17/3;UOP01/PI
260211;01/01/2020;quarta-feira;18:40:00;PR;369;520;CASCAVEL;Ingestão de Álcool;Colisão traseira;Sem Vítimas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Sim;2;0;0;0;2;0;0;2;-24,9235;-53,3911;SR-PR;DEL7/4;UOP01/PR
260213;01/01/2020;quarta-feira;17:30:00;PR;163;25,5;SANTO ANTONIO DO SUDOESTE;Ultrapassagem Indevida;Saída de leito carroçável;Com Vítimas Fatais;Pleno dia;Decrescente;Sol;Simples;Reta;Não;6;1;3;1;0;1;4;2;-26,17492292;-53,66749187;SR-PR;DEL7/2;UOP04/PR
260214;01/01/2020;quarta-feira;18:45:00;PR;277;683,2;SAO MIGUEL DO IGUACU;Ingestão de Álcool;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Dupla;Curva;Não;2;0;0;1;1;0;1;2;-25,33269888;-54,19204103;SR-PR;DEL7/5;UOP01/PR
260215;01/01/2020;quarta-feira;18:45:00;DF;70;12,4;BRASILIA;Ingestão de Álcool;Colisão com objeto estático;Com Vítimas Feridas;Plena Noite;Crescente;Nublado;Dupla;Reta;Sim;1;0;1;0;0;0;1;1;-15,79311948;-48,16174641;SR-DF;UOP06/DF;
260216;01/01/2020;quarta-feira;17:25:00;CE;116;42;HORIZONTE;Desobediência às normas de trânsito pelo condutor;Colisão transversal;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Dupla;Reta;Sim;4;0;3;1;0;0;4;2;-4,10857928;-38,4942173;SR-CE;DEL16/1;UOP02/CE
260217;01/01/2020;quarta-feira;19:00:00;MG;381;502,5;BETIM;Falta de Atenção à Condução;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Sim;2;0;1;0;1;0;1;2;-20,03619694;-44,24586303;SR-MG;DEL4/1;UOP03/MG
260218;01/01/2020;quarta-feira;16:20:00;MT;70;542,1;VARZEA GRANDE;Condutor Dormindo;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Reta;Não;2;0;1;0;1;0;1;1;-15,66667646;-56,23661041;SR-MT;DEL2/4;UOP02/MT
260219;01/01/2020;quarta-feira;17:40:00;PR;116;1,2;CAMPINA GRANDE DO SUL;Velocidade Incompatível;Colisão com objeto estático;Com Vítimas Feridas;Pleno dia;Crescente;Chuva;Dupla;Curva;Não;2;0;1;0;1;0;1;1;-25,06368403;-48,57051896;SR-PR;DEL7/1;UOP02/PR
260220;01/01/2020;quarta-feira;04:30:00;TO;153;614,9;ALIANCA DO TOCANTINS;Ingestão de Álcool;Queda de ocupante de veículo;Com Vítimas Feridas;Plena Noite;Decrescente;Ignorado;Simples;Reta;Não;1;0;1;0;0;0;1;1;-11,22939795;-48,93308644;SR-TO;UOP01/TO;
260221;01/01/2020;quarta-feira;19:30:00;PR;277;49;MORRETES;Falta de Atenção à Condução;Colisão traseira;Com Vítimas Feridas;Plena Noite;Crescente;Chuva;Dupla;Reta;Não;4;0;2;0;2;0;2;2;-25,59108;-48,89463;SR-PR;DEL7/1;UOP06/PR
260222;01/01/2020;quarta-feira;16:45:00;RJ;40;96;DUQUE DE CAXIAS;Falta de Atenção à Condução;Saída de leito carroçável;Com Vítimas Feridas;Plena Noite;Crescente;Nublado;Simples;Curva;Não;3;0;2;0;1;0;2;1;-22,56876595;-43,27693723;SR-RJ;DEL5/1;UOP01/RJ
260223;01/01/2020;quarta-feira;19:45:00;PR;369;153,6;LONDRINA;Falta de Atenção à Condução;Colisão traseira;Com Vítimas Feridas;Plena Noite;Crescente;Chuva;Dupla;Reta;Não;4;0;2;0;1;1;2;2;-23,2972932;-51,19229794;SR-PR;DEL7/7;UOP01/PR
260224;01/01/2020;quarta-feira;19:00:00;PB;361;4,3;PATOS;Ingestão de Álcool;Colisão transversal;Com Vítimas Feridas;Plena Noite;Crescente;Nublado;Simples;Reta;Sim;3;0;3;0;0;0;3;2;-7,03208047;-37,29365088;SR-PB;DEL14/3;UOP01/PB
260225;01/01/2020;quarta-feira;19:20:00;MG;381;667,5;PERDOES;Falta de Atenção à Condução;Colisão traseira;Sem Vítimas;Plena Noite;Crescente;Nublado;Dupla;Reta;Não;2;0;0;0;1;1;0;2;-21,05312771;-45,01951404;SR-MG;DEL4/4;UOP02/MG
260226;01/01/2020;quarta-feira;19:15:00;DF;80;13,1;BRASILIA;Falta de Atenção à Condução;Engavetamento;Com Vítimas Feridas;Plena Noite;Decrescente;Nublado;Simples;Não Informado;Não;4;0;1;0;3;0;1;3;-15,728034;-48,193768;SR-DF;UOP06/DF;
260227;01/01/2020;quarta-feira;20:20:00;MG;381;353;JOAO MONLEVADE;Defeito na Via;Queda de ocupante de veículo;Com Vítimas Feridas;Plena Noite;Crescente;Nublado;Simples;Reta;Não;1;0;1;0;0;0;1;1;-19,83894801;-43,18248641;SR-MG;DEL4/3;UOP01/MG
260228;01/01/2020;quarta-feira;18:30:00;MG;40;810;MATIAS BARBOSA;Velocidade Incompatível;Queda de ocupante de veículo;Com Vítimas Feridas;Plena Noite;Crescente;Nublado;Simples;Curva;Não;2;0;2;0;0;0;2;1;-21,875084;-43,339466;SR-MG;DEL5;UOP01/MG
260229;01/01/2020;quarta-feira;18:00:00;MG;262;548;LUZ;Velocidade Incompatível;Tombamento;Com Vítimas Fatais;Anoitecer;Decrescente;Céu Claro;Simples;Curva;Não;2;1;1;0;0;0;1;2;-19,73163489;-45,8631039;SR-MG;DEL4/8;UOP02/MG
260230;01/01/2020;quarta-feira;15:40:00;SC;280;97,5;CORUPA;Velocidade Incompatível;Colisão frontal;Com Vítimas Feridas;Pleno dia;Decrescente;Garoa/Chuvisco;Simples;Não Informado;Sim;6;0;2;1;3;0;3;2;-26,37833107;-49,31732124;SR-SC;DEL8/6;UOP03/SC
260231;01/01/2020;quarta-feira;20:00:00;RJ;116;143;DUQUE DE CAXIAS;Ingestão de Substâncias Psicoativas;Queda de ocupante de veículo;Sem Vítimas;Plena Noite;Decrescente;Nublado;Dupla;Reta;Sim;1;0;0;0;1;0;0;1;-22,65237271;-43,23918118;SR-RJ;DEL5/1;UOP01/RJ
260233;01/01/2020;quarta-feira;17:45:00;MG;262;433,1;NOVA SERRANA;Condutor Dormindo;Colisão com objeto estático;Com Vítimas Feridas;Anoitecer;Crescente;Nublado;Dupla;Desvio Temporário;Não;1;0;1;0;0;0;1;1;-19,89020759;-44,83338711;SR-MG;DEL4/8;UOP03/MG
260234;01/01/2020;quarta-feira;02:30:00;SC;280;269;IRINEOPOLIS;Ingestão de Álcool;Capotamento;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Curva;Não;1;0;1;0;0;0;1;1;-26,26376839;-50,72757985;SR-SC;DEL8/6;UOP04/SC
260235;01/01/2020;quarta-feira;19:32:00;MG;381;835;SAO SEBASTIAO DA BELA VISTA;Velocidade Incompatível;Colisão com objeto estático;Com Vítimas Feridas;Plena Noite;Crescente;Nublado;Dupla;Não Informado;Sim;2;0;2;0;0;0;2;1;-22,17094703;-45,83750295;SR-MG;DEL09;UOP01/MG
260236;01/01/2020;quarta-feira;16:10:00;SC;280;155;MAFRA;Não guardar distância de segurança;Engavetamento;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Simples;Não Informado;Não;6;0;3;0;3;0;3;3;-26,21136649;-49,72750068;SR-SC;DEL8/6;UOP03/SC
260238;01/01/2020;quarta-feira;21:10:00;SC;101;321,8;LAGUNA;Falta de Atenção à Condução;Colisão com objeto estático;Com Vítimas Feridas;Plena Noite;Decrescente;Garoa/Chuvisco;Dupla;Reta;Não;1;0;1;0;0;0;1;1;-28,42532339;-48,8919091;SR-SC;DEL8/2;UOP01/SC
